Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,MS GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,MS Satellite Number,Duração da Ignição,Precisão GNSS,MS GNSS Accuracy,Velocidade,Max Speed,Azimuth,MS Azimuth,Altitude,MS Altitude,Latitude,MS Latitude,Longitude,MS Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,MS Mileage,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:01:07,2025-10-09 08:01:07,2025-10-09 08:01:06,2025-10-09 08:01:06,867488067677285,533,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,13946,0000,0000,00,00,12,7,7,-,01,01,0.8,0.8,4,4,630,630,-23.296388,-23.296388,-51.201468,-51.201468,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:12,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:01:07,2025-10-09 08:01:08,2025-10-09 08:01:07,2025-10-09 08:01:07,867488067677285,534,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,0,13946,0000,0000,00,00,12,7,7,-,01,01,2.1,2.1,56,56,631,631,-23.296387,-23.296387,-51.201468,-51.201468,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:12,-,-,0,-,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:01:08,,,,867488067677285,535,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:01:08,,,,867488067677285,536,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:01:22,2025-10-09 08:01:22,2025-10-09 08:01:21,2025-10-09 08:01:21,867488067677285,537,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,12413,0000,0000,00,00,11,7,7,-,01,01,0.0,0.0,56,56,631,631,-23.29638,-23.29638,-51.201499,-51.201499,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:12,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:03:18,,,,867488067677285,539,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:03:41,2025-10-09 08:03:42,2025-10-09 08:03:40,2025-10-09 08:03:40,867488067677285,540,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12306,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,56,56,631,631,-23.29638,-23.29638,-51.201499,-51.201499,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:12,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:05:18,,,,867488067677285,542,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:06:07,2025-10-09 08:06:08,2025-10-09 08:06:07,2025-10-09 08:06:07,867488067677285,543,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12335,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,56,56,631,631,-23.29638,-23.29638,-51.201499,-51.201499,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:12,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:07:19,,,,867488067677285,544,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:09:19,,,,867488067677285,545,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:20,,,,867488067677285,546,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:44,2025-10-09 08:11:45,2025-10-09 08:06:07,2025-10-09 08:01:07,867488067677285,548,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,0,12360,0000,0000,01,00,22,12,7,638,00,01,0.0,2.1,56,56,631,631,-23.29638,-23.296387,-51.201499,-51.201468,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:00,0:44:12,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:44,2025-10-09 08:11:45,2025-10-09 08:06:07,2025-10-09 08:06:07,867488067677285,549,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,12360,0000,0000,01,00,22,12,12,-,00,00,0.0,0.0,56,56,631,631,-23.29638,-23.29638,-51.201499,-51.201499,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:00,0:44:12,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:57,2025-10-09 08:11:58,2025-10-09 08:11:57,2025-10-09 08:11:57,867488067677285,550,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12529,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:12,0:44:24,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:57,2025-10-09 08:11:58,2025-10-09 08:11:57,2025-10-09 08:11:57,867488067677285,551,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,0,12529,0000,0000,01,00,22,12,12,-,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:12,0:44:24,-,-,0,-,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:12:15,2025-10-09 08:12:16,2025-10-09 08:12:15,2025-10-09 08:12:15,867488067677285,552,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,0,13932,0000,0000,00,00,12,12,12,31,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:42,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:12:15,2025-10-09 08:12:16,2025-10-09 08:12:15,2025-10-09 08:12:15,867488067677285,553,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,13932,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:42,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:12:16,2025-10-09 08:12:17,2025-10-09 08:12:16,2025-10-09 08:12:16,867488067677285,554,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,0,13932,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:42,-,-,0,-,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:12:19,,,,867488067677285,555,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:12:19,,,,867488067677285,556,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:12:39,2025-10-09 08:12:39,2025-10-09 08:12:38,2025-10-09 08:12:38,867488067677285,557,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,12285,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:42,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:13:20,,,,867488067677285,558,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:14:52,2025-10-09 08:14:53,2025-10-09 08:14:51,2025-10-09 08:14:51,867488067677285,560,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12328,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:42,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:15:21,,,,867488067677285,561,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:17:16,,,,867488067677285,563,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:17:16,2025-10-09 08:17:17,2025-10-09 08:17:16,2025-10-09 08:17:16,867488067677285,564,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12349,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:30,0:44:42,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:19:22,,,,867488067677285,565,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:21:22,,,,867488067677285,566,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:23:23,,,,867488067677285,567,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:25:23,,,,867488067677285,568,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:26:12,2025-10-09 08:26:13,2025-10-09 08:17:16,2025-10-09 08:17:16,867488067677285,570,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,0,12340,0000,0000,01,00,22,12,12,837,00,01,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:00,0:44:42,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:26:12,2025-10-09 08:26:13,2025-10-09 08:17:16,2025-10-09 08:17:16,867488067677285,571,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,12340,0000,0000,01,00,22,12,12,-,00,00,0.0,0.0,188,188,607,607,-23.296424,-23.296424,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:00,0:44:42,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:26:22,2025-10-09 08:26:23,2025-10-09 08:26:22,2025-10-09 08:26:22,867488067677285,572,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12349,0000,-,01,00,22,12,12,-,01,01,5.1,5.1,245,245,617,617,-23.296477,-23.296477,-51.201487,-51.201487,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:09,0:44:51,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:26:22,2025-10-09 08:26:23,2025-10-09 08:26:22,2025-10-09 08:26:22,867488067677285,573,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,0,12349,0000,0000,01,00,22,12,12,-,01,01,5.1,5.1,245,245,617,617,-23.296477,-23.296477,-51.201487,-51.201487,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:09,0:44:51,-,-,0,-,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:26:55,2025-10-09 08:26:56,2025-10-09 08:26:55,2025-10-09 08:26:23,867488067677285,574,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,13935,0000,0000,01,00,21,12,12,-,01,01,0.0,4.8,245,248,616,617,-23.296503,-23.296476,-51.201516,-51.201499,0724,0005,a053,0690101d,0.0,0.0,0.0,0:00:42,0:45:24,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:27:24,,,,867488067677285,575,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:27:58,2025-10-09 08:27:59,2025-10-09 08:27:58,2025-10-09 08:27:58,867488067677285,576,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,13969,0000,0000,01,00,22,12,12,-,01,01,0.0,0.0,245,245,616,616,-23.296503,-23.296503,-51.201516,-51.201516,0724,0005,a053,0690101d,0.0,0.0,0.0,0:01:45,0:46:27,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:28:16,2025-10-09 08:28:17,2025-10-09 08:28:15,2025-10-09 08:28:15,867488067677285,578,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,0,13942,0000,0000,00,00,12,12,12,124,01,01,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:28:16,2025-10-09 08:28:17,2025-10-09 08:28:15,2025-10-09 08:28:15,867488067677285,579,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,13942,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:28:17,2025-10-09 08:28:18,2025-10-09 08:28:17,2025-10-09 08:28:17,867488067677285,580,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,0,13942,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:28:20,,,,867488067677285,581,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:28:20,,,,867488067677285,582,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:28:36,2025-10-09 08:28:37,2025-10-09 08:28:36,2025-10-09 08:28:36,867488067677285,583,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,12578,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:29:21,,,,867488067677285,584,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:29:21,2025-10-09 08:29:22,2025-10-09 08:29:20,2025-10-09 08:29:20,867488067677285,585,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12477,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:31:25,,,,867488067677285,587,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:32:21,2025-10-09 08:32:22,2025-10-09 08:32:20,2025-10-09 08:32:20,867488067677285,589,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12386,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:33:16,,,,867488067677285,590,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:33:16,2025-10-09 08:33:17,2025-10-09 08:33:16,2025-10-09 08:33:16,867488067677285,591,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,0,12396,0000,-,00,00,1a,12,12,-,01,01,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,04,1,00000000,00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:33:41,2025-10-09 08:33:41,2025-10-09 08:33:16,2025-10-09 08:33:16,867488067677285,592,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,12437,0000,0000,00,00,16,12,12,-,00,00,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:35:03,,,,867488067677285,593,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:35:04,2025-10-09 08:35:04,2025-10-09 08:33:16,2025-10-09 08:33:16,867488067677285,594,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,0,12324,0000,0000,00,00,11,12,12,-,00,00,0.0,0.0,245,245,617,617,-23.296396,-23.296396,-51.201471,-51.201471,0724,0005,a053,0690101d,0.0,0.0,0.0,0:02:03,0:46:45,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:37:26,,,,867488067677285,595,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:39:26,,,,867488067677285,596,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:41:27,,,,867488067677285,597,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:43:27,,,,867488067677285,598,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:45:27,,,,867488067677285,599,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:47:28,,,,867488067677285,600,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:49:28,,,,867488067677285,601,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:51:29,,,,867488067677285,602,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:53:29,,,,867488067677285,603,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
